data;

param N := 193;

param: Arcs: Cost :=1 2 26
1 3 82
1 4 65
1 5 100
1 6 147
2 1 134
2 2 69
2 3 117
2 4 42
2 5 89
2 6 125
3 1 38
3 2 13
3 3 38
3 4 31
3 5 22
3 6 103
4 1 143
4 2 94
4 3 104
4 4 123
4 5 98
4 6 58
5 1 38
5 2 30
5 3 67
5 4 120
5 5 149
5 6 100
6 1 93
6 2 162
6 3 62
6 4 66
6 5 66
7 1 56
7 2 39
7 3 109
7 4 156
7 5 140
7 6 135
8 1 183
8 2 108
8 3 155
8 4 190
8 5 104
8 6 79
9 1 104
9 2 97
9 3 88
9 4 130
9 5 176
9 6 121
10 1 131
10 2 150
10 3 125
10 4 85
10 5 65
10 6 57
11 1 94
11 2 147
11 3 160
11 4 80
11 5 67
11 6 189
12 1 128
12 2 40
12 3 43
12 4 57
12 6 16
13 1 53
13 2 100
13 3 84
13 4 107
13 5 155
13 6 85
14 1 132
14 2 168
14 3 81
14 4 56
14 5 81
14 6 74
15 1 65
15 2 146
15 3 186
15 4 137
15 5 147
15 6 166
16 1 141
16 2 101
16 3 81
16 4 73
16 5 110
16 6 163
17 1 164
17 2 102
17 3 71
17 4 205
17 5 105
17 6 62
18 1 27
18 2 41
18 3 62
18 5 97
18 6 144
19 1 131
19 2 96
19 3 144
19 4 69
19 5 116
19 6 152
20 1 65
20 2 40
20 3 65
20 4 58
20 5 49
20 6 130
21 1 170
21 2 121
21 3 131
21 4 150
21 5 125
21 6 85
22 1 65
22 2 57
22 3 94
22 4 147
22 5 166
22 6 86
23 1 73
23 2 189
23 3 89
23 4 46
23 5 109
23 6 135
24 1 161
24 2 174
24 4 47
24 5 34
24 6 54
25 1 102
25 2 67
25 3 114
25 4 175
25 5 97
25 6 96
26 1 128
26 2 135
26 3 131
26 4 198
26 5 193
26 6 203
27 1 213
27 2 232
27 3 207
27 4 167
27 5 147
27 6 139
28 1 176
28 2 229
28 3 222
28 4 204
28 5 148
28 6 235
29 1 60
29 2 175
29 3 157
29 4 171
29 5 114
29 6 130
30 1 60
30 3 40
30 4 114
30 5 162
30 6 127
31 1 174
31 2 235
31 3 157
31 4 156
31 5 188
31 6 188
32 1 179
32 2 258
32 3 253
32 4 251
32 5 239
32 6 258
33 1 203
33 2 215
33 3 195
33 4 187
33 5 172
33 6 207
34 1 175
34 2 157
34 3 101
34 4 295
34 5 120
34 6 133
35 1 143
35 2 169
35 3 132
35 4 148
35 5 34
35 6 31
36 2 88
36 3 133
36 4 101
36 5 148
36 6 209
37 1 131
37 2 130
37 3 162
37 4 169
37 5 165
37 6 232
38 1 227
38 2 237
38 3 247
38 4 266
38 5 221
38 6 201
39 1 181
39 2 173
39 3 190
39 4 225
39 5 193
39 6 175
40 1 119
40 2 269
40 3 94
40 4 151
40 5 95
40 6 121
41 1 177
41 2 160
41 3 54
41 4 101
41 5 88
42 1 48
42 2 53
42 3 100
42 4 158
42 5 83
42 6 82
43 1 114
43 2 121
43 3 117
43 4 184
43 5 179
43 6 189
44 1 199
44 2 218
44 3 193
44 4 153
44 5 133
44 6 125
45 1 162
45 2 215
45 3 244
45 4 195
45 5 188
45 6 221
46 1 46
46 2 161
46 3 79
46 4 105
46 5 161
46 6 144
47 1 91
47 2 138
47 3 125
47 4 37
47 6 37
48 1 53
48 2 114
48 3 67
48 4 66
48 5 98
48 6 105
49 1 101
49 2 137
49 3 132
49 4 149
49 5 183
49 6 202
50 1 177
50 2 137
50 3 117
50 4 109
50 5 146
50 6 199
51 1 228
51 2 179
51 3 172
51 4 174
51 5 57
51 6 145
52 1 42
52 2 68
52 3 124
52 4 107
52 5 67
52 6 114
53 1 101
53 2 27
53 3 75
53 5 47
53 6 108
54 1 30
54 2 29
54 3 61
54 4 68
54 5 64
54 6 131
55 1 126
55 2 136
55 3 146
55 4 165
55 5 140
55 6 100
56 1 80
56 2 72
56 3 109
56 4 162
56 5 191
56 6 142
57 1 135
57 2 168
57 3 20
57 4 108
57 5 83
57 6 109
58 1 165
58 2 148
58 3 108
58 4 155
58 5 142
58 6 68
59 1 88
59 2 41
59 4 61
59 5 71
59 6 70
60 1 102
60 2 109
60 3 105
60 4 84
60 5 79
60 6 96
61 1 144
61 2 163
61 3 175
61 4 141
61 5 121
61 6 113
62 1 150
