data;

param N := 216;

param: Arcs: Cost :=1 2 26
1 3 82
1 4 65
1 5 102
1 6 100
2 1 147
2 2 134
2 3 69
2 4 117
2 5 125
2 6 38
3 1 40
3 2 13
3 3 38
3 4 31
3 5 22
3 6 103
4 1 143
4 2 94
4 3 104
4 4 123
4 5 140
4 6 98
5 1 58
5 2 38
5 3 30
5 4 67
5 5 120
5 6 149
6 1 100
6 2 141
6 3 93
6 4 162
6 5 62
6 6 66
7 1 66
7 3 56
7 4 39
7 5 76
7 6 109
8 1 156
8 2 140
8 3 135
8 4 183
8 5 190
8 6 104
9 1 76
9 2 79
9 3 104
9 4 97
9 5 88
9 6 130
10 1 176
10 2 121
10 3 131
10 4 150
10 5 167
10 6 125
11 1 85
11 2 65
11 3 57
11 4 94
11 5 147
11 6 160
12 1 80
12 2 162
12 3 67
12 4 189
12 5 128
12 6 40
13 1 43
13 2 57
13 4 16
13 5 20
13 6 53
14 1 100
14 2 84
14 3 107
14 4 155
14 5 168
14 6 81
15 1 53
15 2 56
15 3 81
15 4 74
15 5 65
15 6 146
16 1 186
16 2 137
16 3 147
16 4 166
16 5 183
16 6 141
17 1 101
17 2 81
17 3 73
17 4 110
17 5 163
17 6 164
18 1 102
18 2 166
18 3 71
18 4 205
18 5 105
18 6 62
19 1 27
19 2 41
19 3 62
19 5 82
19 6 97
20 1 144
20 2 131
20 3 96
20 4 144
20 5 152
20 6 65
21 1 37
21 2 40
21 3 65
21 4 58
21 5 49
21 6 130
22 1 170
22 2 121
22 3 131
22 4 150
22 5 167
22 6 125
23 1 85
23 2 65
23 3 57
23 4 94
23 5 147
23 6 166
24 1 86
24 2 168
24 3 73
24 4 189
24 5 89
24 6 46
25 1 106
25 2 120
25 3 63
25 4 79
25 6 33
26 1 80
26 2 64
26 3 87
26 4 135
26 5 208
26 6 130
27 1 116
27 2 119
27 3 144
27 4 137
27 5 128
27 6 209
28 1 226
28 2 200
28 3 189
28 4 208
28 5 195
28 6 153
29 1 164
29 2 144
29 3 136
29 4 122
29 5 175
29 6 144
30 1 107
30 2 146
30 3 51
30 4 268
30 5 93
30 6 83
31 1 109
31 2 135
31 3 161
31 4 174
31 5 142
32 1 47
32 2 34
32 3 54
32 4 102
32 5 175
32 6 97
33 1 97
33 2 96
33 3 128
33 4 135
33 5 131
33 6 198
34 1 193
34 2 203
34 3 213
34 4 232
34 5 249
34 6 207
35 1 167
35 2 147
35 3 139
35 4 176
35 5 229
35 6 222
36 1 204
36 2 224
36 3 148
36 4 235
36 5 60
36 6 175
37 1 157
37 2 171
37 3 114
37 4 130
37 5 95
37 6 60
38 2 40
38 3 114
38 4 162
38 5 235
38 6 157
39 1 157
39 2 156
39 3 188
39 4 188
39 5 179
39 6 258
40 1 253
40 2 251
40 3 239
40 4 258
40 5 245
40 6 203
41 1 215
41 2 195
41 3 187
41 4 172
41 5 207
41 6 175
42 1 157
42 2 177
42 3 101
42 4 295
42 5 120
42 6 133
43 1 143
43 2 169
43 3 132
43 4 148
43 5 113
43 6 34
44 1 31
44 3 88
44 4 133
44 5 209
44 6 131
45 1 131
45 2 130
45 3 162
45 4 169
45 5 165
45 6 232
46 1 227
46 2 237
46 3 247
46 4 266
46 5 263
46 6 221
47 1 201
47 2 181
47 3 173
47 4 190
47 5 225
47 6 193
48 1 175
48 2 195
48 3 119
48 4 269
48 5 94
48 6 151
49 1 95
49 2 121
49 3 177
49 4 160
49 5 196
49 6 54
50 1 101
50 2 88
50 4 48
50 5 158
50 6 83
51 1 83
51 2 82
51 3 114
51 4 121
51 5 117
51 6 184
52 1 179
52 2 189
52 3 199
52 4 218
52 5 235
52 6 193
53 1 153
53 2 133
53 3 125
53 4 162
53 5 215
53 6 244
54 1 195
54 2 236
54 3 188
54 4 221
54 5 46
54 6 161
55 1 79
55 2 105
55 3 161
55 4 144
55 5 181
55 6 91
56 1 138
56 2 125
56 3 37
56 5 114
56 6 67
57 1 67
57 2 66
57 3 98
57 4 105
57 5 101
57 6 137
58 1 132
58 2 149
58 3 183
58 4 202
58 5 219
58 6 177
59 1 137
59 2 117
59 3 109
59 4 146
59 5 199
59 6 228
60 1 179
60 2 220
60 3 172
60 4 174
60 5 57
60 6 145
61 1 204
61 2 230
61 3 286
61 4 269
61 5 306
61 6 216
